codigo_sku,nome_projeto,segmentacao_prioridade,estoque_atual,consumo_medio_diario,cobertura_dias,acao_ressuprimento,sinal_redistribuicao
BBTN0008,BikeBSB,A,49,0,,sem historico de consumo,sem oportunidade clara
BBTN0008,BikePoa,A,23,0,,sem historico de consumo,sem oportunidade clara
BBTN0008,BikeRio,A,300,0,,sem historico de consumo,sem oportunidade clara
BCB0086,BikeCuritiba,A,1,0,,sem historico de consumo,sem oportunidade clara
BCB0149,BikeBSB,A,190,0,,sem historico de consumo,sem oportunidade clara
BEFI0002,BikeSampa,A,48,0,,sem historico de consumo,sem oportunidade clara
BEFI0008,BikeRio,A,99,0,,sem historico de consumo,sem oportunidade clara
BEFI0045,BikeRio,A,58,0,,sem historico de consumo,sem oportunidade clara
BEFI0155,BikeRio,A,3.660,0,,sem historico de consumo,sem oportunidade clara
BEFN0030,BikeSampa,A,57,0,,sem historico de consumo,sem oportunidade clara
BII0049,BikeBSB,A,58,0,,sem historico de consumo,sem oportunidade clara
BII0049,BikeSampa,A,40,0,,sem historico de consumo,sem oportunidade clara
BOKI0010,BikeSSA,A,18,0,,sem historico de consumo,sem oportunidade clara
BOKI0012,BikePoa,A,9,0,,sem historico de consumo,sem oportunidade clara
BOKI0020,BikePoa,A,15,0,,sem historico de consumo,sem oportunidade clara
BOKI0020,BikeSSA,A,12,0,,sem historico de consumo,sem oportunidade clara
BOKI0039,BikePoa,A,23,0,,sem historico de consumo,sem oportunidade clara
BOKI0050,BikeSSA,A,12,0,,sem historico de consumo,sem oportunidade clara
BSI0003,BikeBSB,A,182,0,,sem historico de consumo,sem oportunidade clara
BSI0003,BikeCuritiba,A,50,0,,sem historico de consumo,sem oportunidade clara
BSI0003,BikePE,A,300,0,,sem historico de consumo,sem oportunidade clara
BSI0003,BikePoa,A,104,0,,sem historico de consumo,sem oportunidade clara
BSN0001,BikeCuritiba,A,1,0,,sem historico de consumo,sem oportunidade clara
BTB0003,BikeCuritiba,A,114,0,,sem historico de consumo,sem oportunidade clara
BTB0004,BikeBSB,A,29,0,,sem historico de consumo,sem oportunidade clara
BTB0005,BikeBSB,A,20,0,,sem historico de consumo,sem oportunidade clara
BTB0030N,BikeBSB,A,73,0,,sem historico de consumo,sem oportunidade clara
BTB0030N,BikePE,A,300,0,,sem historico de consumo,sem oportunidade clara
BTB0030N,BikePoa,A,135,0,,sem historico de consumo,sem oportunidade clara
BTB0032-2,BikeBSB,A,32,0,,sem historico de consumo,sem oportunidade clara
BTB0032-2,BikeCuritiba,A,48,0,,sem historico de consumo,sem oportunidade clara
BTB0032-4,BikeCuritiba,A,117,0,,sem historico de consumo,sem oportunidade clara
BTB0032-4,BikePE,A,150,0,,sem historico de consumo,sem oportunidade clara
BTB0032-4,BikePoa,A,130,0,,sem historico de consumo,sem oportunidade clara
BTB0032-4,BikeSSA,A,300,0,,sem historico de consumo,sem oportunidade clara
BTB0043,BikePoa,A,68,0,,sem historico de consumo,sem oportunidade clara
BTB0054N,BikeBSB,A,99,0,,sem historico de consumo,sem oportunidade clara
BTB0054N,BikePE,A,107,0,,sem historico de consumo,sem oportunidade clara
BTB0063,BikePE,A,50,0,,sem historico de consumo,sem oportunidade clara
BTB0063N,BikeBSB,A,124,0,,sem historico de consumo,sem oportunidade clara
BTB0063N,BikeSSA,A,156,0,,sem historico de consumo,sem oportunidade clara
BTB0072,BikePE,A,23,0,,sem historico de consumo,sem oportunidade clara
BTB0086N,BikeBSB,A,56,0,,sem historico de consumo,sem oportunidade clara
BTB0086N,BikeCuritiba,A,98,0,,sem historico de consumo,sem oportunidade clara
BTB0086N,BikePE,A,200,0,,sem historico de consumo,sem oportunidade clara
BTB0086N,BikePoa,A,80,0,,sem historico de consumo,sem oportunidade clara
BTB0086N,BikeRio,A,728,0,,sem historico de consumo,sem oportunidade clara
BTB0086N,BikeSSA,A,200,0,,sem historico de consumo,sem oportunidade clara
BTB0112-1,BikeBSB,A,500,0,,sem historico de consumo,sem oportunidade clara
BTB0112-1,BikePoa,A,1.000,0,,sem historico de consumo,sem oportunidade clara
BTB0112-2,BikeBSB,A,500,0,,sem historico de consumo,sem oportunidade clara
BTB0112-2,BikePoa,A,1.000,0,,sem historico de consumo,sem oportunidade clara
BTB0124,BikePoa,A,997,0,,sem historico de consumo,sem oportunidade clara
BTB0152N,BikeBSB,A,40,0,,sem historico de consumo,sem oportunidade clara
BTB0152N,BikeCuritiba,A,239,0,,sem historico de consumo,sem oportunidade clara
BTB0152N,BikeSSA,A,203,0,,sem historico de consumo,sem oportunidade clara
BTB0153N,BikeCuritiba,A,100,0,,sem historico de consumo,sem oportunidade clara
BTB0153N,BikePE,A,408,0,,sem historico de consumo,sem oportunidade clara
BTB0158N,BikeCuritiba,A,100,0,,sem historico de consumo,sem oportunidade clara
BTB0158N,BikeSSA,A,206,0,,sem historico de consumo,sem oportunidade clara
BTB0179-4,BikePE,A,200,0,,sem historico de consumo,sem oportunidade clara
BBET0004,BikeFloripa,B,22,0,,sem historico de consumo,sem oportunidade clara
BBET0011,BikeBH,B,42,0,,sem historico de consumo,sem oportunidade clara
BBET0065,BikeFloripa,B,101,0,,sem historico de consumo,sem oportunidade clara
BBET0069,BikeFloripa,B,57,0,,sem historico de consumo,sem oportunidade clara
BBET0136,BikeBH,B,214,0,,sem historico de consumo,sem oportunidade clara
BBET0136,BikeFloripa,B,314,0,,sem historico de consumo,sem oportunidade clara
BBET0235-1,BikeBH,B,50,0,,sem historico de consumo,sem oportunidade clara
BBET0276,BikeFloripa,B,4,0,,sem historico de consumo,sem oportunidade clara
BBET0289,BikeBH,B,222,0,,sem historico de consumo,sem oportunidade clara
BBTI0001,BikeBSB,B,9,0,,sem historico de consumo,sem oportunidade clara
BBTI0001,BikePE,B,9,0,,sem historico de consumo,sem oportunidade clara
BBTI0001,BikePoa,B,6,0,,sem historico de consumo,sem oportunidade clara
BBTI0001,BikeSSA,B,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0002-2,BikeBSB,B,80,0,,sem historico de consumo,sem oportunidade clara
BBTI0002-2,BikePE,B,100,0,,sem historico de consumo,sem oportunidade clara
BBTI0002-2,BikePoa,B,100,0,,sem historico de consumo,sem oportunidade clara
BBTI0002-2,BikeRio,B,80,0,,sem historico de consumo,sem oportunidade clara
BBTI0002-2,BikeSSA,B,99,0,,sem historico de consumo,sem oportunidade clara
BBTI0005,BikePoa,B,3,0,,sem historico de consumo,sem oportunidade clara
BBTI0005,BikeRio,B,82,0,,sem historico de consumo,sem oportunidade clara
BBTI0006-1,BikeBSB,B,38,0,,sem historico de consumo,sem oportunidade clara
BBTI0006-1,BikePE,B,9,0,,sem historico de consumo,sem oportunidade clara
BBTI0006-1,BikeSSA,B,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0006-1,BikeSampa,B,52,0,,sem historico de consumo,sem oportunidade clara
BBTI0009,BikeBSB,B,11,0,,sem historico de consumo,sem oportunidade clara
BBTI0009,BikePE,B,31,0,,sem historico de consumo,sem oportunidade clara
BBTI0009,BikePoa,B,3,0,,sem historico de consumo,sem oportunidade clara
BBTI0009,BikeSSA,B,62,0,,sem historico de consumo,sem oportunidade clara
BBTI0010,BikeBSB,B,3,0,,sem historico de consumo,sem oportunidade clara
BBTI0010,BikePE,B,13,0,,sem historico de consumo,sem oportunidade clara
BBTI0010,BikePoa,B,9,0,,sem historico de consumo,sem oportunidade clara
BBTI0010,BikeSSA,B,5,0,,sem historico de consumo,sem oportunidade clara
BBTI0012,BikeBSB,B,6,0,,sem historico de consumo,sem oportunidade clara
BBTI0012,BikePoa,B,32,0,,sem historico de consumo,sem oportunidade clara
BBTI0012,BikeSSA,B,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0023,BikeBSB,B,65,0,,sem historico de consumo,sem oportunidade clara
BBTI0023,BikePoa,B,60,0,,sem historico de consumo,sem oportunidade clara
BBTI0023,BikeSSA,B,129,0,,sem historico de consumo,sem oportunidade clara
BBTI0025,BikeBSB,B,36,0,,sem historico de consumo,sem oportunidade clara
BBTI0025,BikePE,B,50,0,,sem historico de consumo,sem oportunidade clara
BBTI0025,BikePoa,B,6,0,,sem historico de consumo,sem oportunidade clara
BBTI0025,BikeRio,B,14,0,,sem historico de consumo,sem oportunidade clara
BBTI0052,BikeBSB,B,1,0,,sem historico de consumo,sem oportunidade clara
BBTI0059,BikeBSB,B,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0059,BikePE,B,5,0,,sem historico de consumo,sem oportunidade clara
BBTI0059,BikePoa,B,19,0,,sem historico de consumo,sem oportunidade clara
BBTI0065,BikePoa,B,39,0,,sem historico de consumo,sem oportunidade clara
BBTI0069,BikeBSB,B,62,0,,sem historico de consumo,sem oportunidade clara
BBTI0069,BikePE,B,48,0,,sem historico de consumo,sem oportunidade clara
BBTI0069,BikePoa,B,75,0,,sem historico de consumo,sem oportunidade clara
BBTI0069,BikeRio,B,167,0,,sem historico de consumo,sem oportunidade clara
BBTI0069,BikeSSA,B,20,0,,sem historico de consumo,sem oportunidade clara
BBTI0100,BikeBSB,B,17,0,,sem historico de consumo,sem oportunidade clara
BBTI0100,BikePE,B,55,0,,sem historico de consumo,sem oportunidade clara
BBTI0100,BikePoa,B,5,0,,sem historico de consumo,sem oportunidade clara
BBTI0144-1,BikeBSB,B,100,0,,sem historico de consumo,sem oportunidade clara
BBTI0144-1,BikePE,B,100,0,,sem historico de consumo,sem oportunidade clara
BBTI0144-1,BikePoa,B,80,0,,sem historico de consumo,sem oportunidade clara
BBTI0144-1,BikeRio,B,300,0,,sem historico de consumo,sem oportunidade clara
BBTI0144-1,BikeSSA,B,100,0,,sem historico de consumo,sem oportunidade clara
BBTI0151,BikeBSB,B,7,0,,sem historico de consumo,sem oportunidade clara
BBTN0005,BikeBSB,B,20,0,,sem historico de consumo,sem oportunidade clara
BBTN0013,BikeBSB,B,3,0,,sem historico de consumo,sem oportunidade clara
BBTN0013,BikePE,B,36,0,,sem historico de consumo,sem oportunidade clara
BBTN0013,BikeSSA,B,30,0,,sem historico de consumo,sem oportunidade clara
BBTN0212,BikeBSB,B,67,0,,sem historico de consumo,sem oportunidade clara
BBTN0212,BikePoa,B,51,0,,sem historico de consumo,sem oportunidade clara
BBTN0212,BikeSSA,B,60,0,,sem historico de consumo,sem oportunidade clara
BCB0079,BikeSSA,B,357,0,,sem historico de consumo,sem oportunidade clara
BEFI0046,BikeSampa,B,4,0,,sem historico de consumo,sem oportunidade clara
BEFI0114,BikeRio,B,550,0,,sem historico de consumo,sem oportunidade clara
BEFI0114,BikeSampa,B,780,0,,sem historico de consumo,sem oportunidade clara
BEFN0007-1,BikeRio,B,2.809,0,,sem historico de consumo,sem oportunidade clara
BEFN0007-2,BikeRio,B,8,0,,sem historico de consumo,sem oportunidade clara
BEFN0102,BikeSampa,B,28,0,,sem historico de consumo,sem oportunidade clara
BEFN0110-1,BikeRio,B,203,0,,sem historico de consumo,sem oportunidade clara
BEFN0111-1,BikeRio,B,50,0,,sem historico de consumo,sem oportunidade clara
BEFN0112-1,BikeRio,B,49,0,,sem historico de consumo,sem oportunidade clara
BEFN0146,BikeSampa,B,19,0,,sem historico de consumo,sem oportunidade clara
BEFN0147,BikeSampa,B,130,0,,sem historico de consumo,sem oportunidade clara
BOKI0019,BikePoa,B,10,0,,sem historico de consumo,sem oportunidade clara
BOKI0019,BikeSSA,B,24,0,,sem historico de consumo,sem oportunidade clara
BOKI0078,BikeSSA,B,12,0,,sem historico de consumo,sem oportunidade clara
BOKI0082,BikePoa,B,7,0,,sem historico de consumo,sem oportunidade clara
BOKI0150,BikeSSA,B,9,0,,sem historico de consumo,sem oportunidade clara
BOKI0151,BikeSSA,B,55,0,,sem historico de consumo,sem oportunidade clara
BOKI0185,BikeSSA,B,24,0,,sem historico de consumo,sem oportunidade clara
BTB0001,BikeBSB,B,34,0,,sem historico de consumo,sem oportunidade clara
BTB0002,BikeBSB,B,39,0,,sem historico de consumo,sem oportunidade clara
BTB0007,BikeBSB,B,189,0,,sem historico de consumo,sem oportunidade clara
BTB0007,BikePoa,B,179,0,,sem historico de consumo,sem oportunidade clara
BTB0014N,BikeBSB,B,16,0,,sem historico de consumo,sem oportunidade clara
BTB0014N,BikeCuritiba,B,1,0,,sem historico de consumo,sem oportunidade clara
BTB0014N,BikePoa,B,79,0,,sem historico de consumo,sem oportunidade clara
BTB0020N,BikeBSB,B,99,0,,sem historico de consumo,sem oportunidade clara
BTB0020N,BikeCuritiba,B,22,0,,sem historico de consumo,sem oportunidade clara
BTB0020N,BikePE,B,300,0,,sem historico de consumo,sem oportunidade clara
BTB0021N,BikeCuritiba,B,132,0,,sem historico de consumo,sem oportunidade clara
BTB0021N,BikePoa,B,250,0,,sem historico de consumo,sem oportunidade clara
BTB0026N,BikeBSB,B,235,0,,sem historico de consumo,sem oportunidade clara
BTB0026N,BikeCuritiba,B,71,0,,sem historico de consumo,sem oportunidade clara
BTB0026N,BikePoa,B,120,0,,sem historico de consumo,sem oportunidade clara
BTB0028N,BikePE,B,600,0,,sem historico de consumo,sem oportunidade clara
BTB0032-5,BikeCuritiba,B,93,0,,sem historico de consumo,sem oportunidade clara
BTB0032-5,BikePE,B,100,0,,sem historico de consumo,sem oportunidade clara
BTB0032-5,BikePoa,B,100,0,,sem historico de consumo,sem oportunidade clara
BTB0032-7,BikeBSB,B,62,0,,sem historico de consumo,sem oportunidade clara
BTB0032-7,BikePoa,B,105,0,,sem historico de consumo,sem oportunidade clara
BTB0032-7,BikeSSA,B,60,0,,sem historico de consumo,sem oportunidade clara
BTB0035,BikeCuritiba,B,4,0,,sem historico de consumo,sem oportunidade clara
BTB0035,BikePE,B,4,0,,sem historico de consumo,sem oportunidade clara
BTB0035,BikePoa,B,2,0,,sem historico de consumo,sem oportunidade clara
BTB0041N,BikeCuritiba,B,12,0,,sem historico de consumo,sem oportunidade clara
BTB0041N,BikePoa,B,5,0,,sem historico de consumo,sem oportunidade clara
BTB0041N,BikeSampa,B,17,0,,sem historico de consumo,sem oportunidade clara
BTB0045,BikePoa,B,22,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-1,BikeBSB,B,97,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-1,BikeCuritiba,B,100,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-1,BikePE,B,10,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-1,BikePoa,B,215,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-1,BikeSSA,B,52,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-2,BikeCuritiba,B,95,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-2,BikePoa,B,50,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-2,BikeRio,B,136,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-2,BikeSSA,B,170,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-3,BikeBSB,B,52,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-3,BikeCuritiba,B,20,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-3,BikePoa,B,174,0,,sem historico de consumo,sem oportunidade clara
BTB0046N-3,BikeSSA,B,500,0,,sem historico de consumo,sem oportunidade clara
BTB0051N,BikePoa,B,15,0,,sem historico de consumo,sem oportunidade clara
BTB0053,BikeBSB,B,126,0,,sem historico de consumo,sem oportunidade clara
BTB0053,BikePoa,B,200,0,,sem historico de consumo,sem oportunidade clara
BTB0061,BikeBSB,B,44,0,,sem historico de consumo,sem oportunidade clara
BTB0061,BikeCuritiba,B,121,0,,sem historico de consumo,sem oportunidade clara
BTB0061,BikePoa,B,72,0,,sem historico de consumo,sem oportunidade clara
BTB0067N,BikeCuritiba,B,5,0,,sem historico de consumo,sem oportunidade clara
BTB0067N,BikePE,B,40,0,,sem historico de consumo,sem oportunidade clara
BTB0067N,BikePoa,B,30,0,,sem historico de consumo,sem oportunidade clara
BTB0069,BikeCuritiba,B,99,0,,sem historico de consumo,sem oportunidade clara
BTB0081N,BikeBSB,B,26,0,,sem historico de consumo,sem oportunidade clara
BTB0088N,BikePE,B,100,0,,sem historico de consumo,sem oportunidade clara
BTB0088N,BikePoa,B,240,0,,sem historico de consumo,sem oportunidade clara
BTB0088N,BikeSSA,B,30,0,,sem historico de consumo,sem oportunidade clara
BTB0101,BikeBSB,B,33,0,,sem historico de consumo,sem oportunidade clara
BTB0101,BikePoa,B,95,0,,sem historico de consumo,sem oportunidade clara
BTB0129,BikeCuritiba,B,50,0,,sem historico de consumo,sem oportunidade clara
BTB0132-1,BikePoa,B,205,0,,sem historico de consumo,sem oportunidade clara
BTB0132-1,BikeSSA,B,447,0,,sem historico de consumo,sem oportunidade clara
BTB0133-1,BikePoa,B,200,0,,sem historico de consumo,sem oportunidade clara
BTB0133-1,BikeRio,B,1.097,0,,sem historico de consumo,sem oportunidade clara
BTB0133-1,BikeSSA,B,445,0,,sem historico de consumo,sem oportunidade clara
BTB0134-1,BikeSampa,B,16,0,,sem historico de consumo,sem oportunidade clara
BTB0138-1,BikeSSA,B,140,0,,sem historico de consumo,sem oportunidade clara
BTB0144,BikeCuritiba,B,80,0,,sem historico de consumo,sem oportunidade clara
BTB0144,BikePE,B,160,0,,sem historico de consumo,sem oportunidade clara
BTB0144,BikePoa,B,90,0,,sem historico de consumo,sem oportunidade clara
BTB0149,BikeBSB,B,170,0,,sem historico de consumo,sem oportunidade clara
BTB0149,BikeCuritiba,B,82,0,,sem historico de consumo,sem oportunidade clara
BTB0149,BikePE,B,23,0,,sem historico de consumo,sem oportunidade clara
BTB0149,BikeRio,B,210,0,,sem historico de consumo,sem oportunidade clara
BTB0149,BikeSSA,B,400,0,,sem historico de consumo,sem oportunidade clara
BTB0169N,BikeBSB,B,126,0,,sem historico de consumo,sem oportunidade clara
BTB0169N,BikePE,B,250,0,,sem historico de consumo,sem oportunidade clara
BTB0169N,BikePoa,B,95,0,,sem historico de consumo,sem oportunidade clara
BTB0179-3,BikePoa,B,1.397,0,,sem historico de consumo,sem oportunidade clara
BTB0179-8,BikeBSB,B,803,0,,sem historico de consumo,sem oportunidade clara
BTB0179-9,BikeCuritiba,B,92,0,,sem historico de consumo,sem oportunidade clara
BTB0212,BikeCuritiba,B,2,0,,sem historico de consumo,sem oportunidade clara
BTB0212,BikePE,B,150,0,,sem historico de consumo,sem oportunidade clara
BTB0212,BikeSampa,B,339,0,,sem historico de consumo,sem oportunidade clara
BTB0218,BikeCuritiba,B,20,0,,sem historico de consumo,sem oportunidade clara
BTB0218,BikePoa,B,50,0,,sem historico de consumo,sem oportunidade clara
BTB0225,BikeCuritiba,B,26,0,,sem historico de consumo,sem oportunidade clara
BTB0264,BikeBSB,B,31,0,,sem historico de consumo,sem oportunidade clara
BTB0265,BikeBSB,B,86,0,,sem historico de consumo,sem oportunidade clara
BTB0265,BikePE,B,26,0,,sem historico de consumo,sem oportunidade clara
BTB0265,BikePoa,B,144,0,,sem historico de consumo,sem oportunidade clara
BTB0265,BikeSSA,B,116,0,,sem historico de consumo,sem oportunidade clara
